País,Capacidad_kW,DC_AC_Ratio,Tilt,Azimuth,Energía_MWh,LCOE_$_kWh
CHL,10000,1.0,17.3,45,21850.69,0.0155
CHL,10000,1.0,22.3,45,21979.44,0.0155
CHL,10000,1.0,27.3,45,21985.01,0.0155
CHL,10000,1.0,32.3,45,21866.38,0.0155
CHL,10000,1.1,17.3,45,21850.72,0.0155
CHL,10000,1.1,22.3,45,21978.44,0.0155
CHL,10000,1.1,27.3,45,21983.54,0.0155
CHL,10000,1.1,32.3,45,21864.71,0.0155
CHL,10000,1.2,17.3,45,21845.07,0.0155
CHL,10000,1.2,22.3,45,21970.97,0.0155
CHL,10000,1.2,27.3,45,21972.77,0.0155
CHL,10000,1.2,32.3,45,21848.32,0.0155
CHL,10000,1.3,17.3,45,21690.33,0.0155
CHL,10000,1.3,22.3,45,21785.18,0.0155
CHL,10000,1.3,27.3,45,21750.95,0.0155
CHL,10000,1.0,12.3,45,21582.74,0.0156
CHL,10000,1.0,12.3,0,21246.27,0.0156
CHL,10000,1.0,17.3,0,21415.12,0.0156
CHL,10000,1.0,22.3,0,21448.47,0.0156
CHL,10000,1.0,27.3,0,21348.09,0.0156
CHL,10000,1.1,12.3,45,21583.8,0.0156
CHL,10000,1.1,12.3,0,21248.67,0.0156
CHL,10000,1.1,17.3,0,21417.13,0.0156
CHL,10000,1.1,22.3,0,21450.29,0.0156
CHL,10000,1.1,27.3,0,21349.89,0.0156
CHL,10000,1.2,12.3,45,21579.37,0.0156
CHL,10000,1.2,12.3,0,21247.11,0.0156
CHL,10000,1.2,17.3,0,21415.18,0.0156
CHL,10000,1.2,22.3,0,21448.16,0.0156
CHL,10000,1.2,27.3,0,21347.74,0.0156
CHL,10000,1.3,12.3,45,21454.87,0.0156
CHL,10000,1.3,17.3,0,21362.97,0.0156
CHL,10000,1.3,22.3,0,21403.29,0.0156
CHL,10000,1.3,27.3,0,21303.02,0.0156
CHL,10000,1.3,32.3,45,21548.08,0.0156
CHL,10000,1.4,17.3,45,21261.08,0.0156
CHL,10000,1.4,22.3,45,21287.39,0.0156
CHL,10000,1.0,12.3,90,20922.78,0.0157
CHL,10000,1.0,17.3,90,20910.83,0.0157
CHL,10000,1.0,32.3,0,21114.06,0.0157
CHL,10000,1.1,12.3,90,20924.42,0.0157
CHL,10000,1.1,17.3,90,20911.54,0.0157
CHL,10000,1.1,32.3,0,21116.07,0.0157
CHL,10000,1.2,12.3,90,20915.84,0.0157
CHL,10000,1.2,17.3,90,20894.24,0.0157
CHL,10000,1.2,32.3,0,21114.19,0.0157
CHL,10000,1.3,12.3,0,21185.51,0.0157
CHL,10000,1.3,32.3,0,21067.38,0.0157
CHL,10000,1.4,12.3,45,21083.31,0.0157
CHL,10000,1.4,12.3,0,20873.23,0.0157
CHL,10000,1.4,17.3,0,21038.96,0.0157
CHL,10000,1.4,22.3,0,21076.57,0.0157
CHL,10000,1.4,27.3,45,21138.18,0.0157
CHL,10000,1.4,27.3,0,20989.08,0.0157
CHL,10000,1.0,22.3,90,20786.6,0.0158
CHL,10000,1.0,27.3,90,20578.15,0.0158
CHL,10000,1.1,22.3,90,20786.91,0.0158
CHL,10000,1.1,27.3,90,20578.13,0.0158
CHL,10000,1.2,22.3,90,20758.38,0.0158
CHL,10000,1.2,27.3,90,20531.97,0.0158
CHL,10000,1.3,12.3,90,20778.69,0.0158
CHL,10000,1.3,17.3,90,20714.04,0.0158
CHL,10000,1.3,22.3,90,20530.25,0.0158
CHL,10000,1.4,32.3,45,20846.0,0.0158
CHL,10000,1.4,32.3,0,20773.01,0.0158
CHL,10000,1.0,32.3,90,20286.2,0.0159
CHL,10000,1.1,32.3,90,20285.87,0.0159
CHL,10000,1.2,32.3,90,20207.46,0.0159
CHL,10000,1.3,27.3,90,20230.88,0.0159
CHL,10000,1.4,12.3,90,20434.47,0.0159
CHL,10000,1.4,17.3,90,20326.33,0.0159
CHL,10000,1.0,12.3,315,20036.38,0.016
CHL,10000,1.1,12.3,315,20040.85,0.016
CHL,10000,1.2,12.3,315,20041.34,0.016
CHL,10000,1.3,12.3,315,20013.15,0.016
CHL,10000,1.4,22.3,90,20073.27,0.016
CHL,10000,1.0,17.3,315,19735.51,0.0161
CHL,10000,1.1,17.3,315,19740.26,0.0161
CHL,10000,1.2,17.3,315,19741.01,0.0161
CHL,10000,1.3,17.3,315,19726.63,0.0161
CHL,10000,1.3,32.3,90,19776.69,0.0161
CHL,10000,1.4,12.3,315,19780.76,0.0161
CHL,10000,1.4,17.3,315,19513.9,0.0161
CHL,10000,1.4,27.3,90,19647.19,0.0161
CHL,10000,1.0,22.3,315,19371.11,0.0162
CHL,10000,1.1,22.3,315,19376.23,0.0162
CHL,10000,1.2,22.3,315,19377.35,0.0162
CHL,10000,1.3,22.3,315,19371.31,0.0162
CHL,10000,1.0,27.3,315,18957.15,0.0163
CHL,10000,1.1,27.3,315,18962.75,0.0163
CHL,10000,1.2,27.3,315,18964.36,0.0163
CHL,10000,1.3,27.3,315,18961.25,0.0163
CHL,10000,1.4,22.3,315,19192.35,0.0163
CHL,10000,1.4,32.3,90,19095.49,0.0163
CHL,10000,1.0,12.3,270,18732.4,0.0164
CHL,10000,1.1,12.3,270,18738.85,0.0164
CHL,10000,1.2,12.3,270,18741.31,0.0164
CHL,10000,1.3,12.3,270,18720.94,0.0164
CHL,10000,1.4,27.3,315,18825.63,0.0164
CHL,10000,1.0,32.3,315,18485.11,0.0165
CHL,10000,1.1,32.3,315,18491.31,0.0165
CHL,10000,1.2,32.3,315,18493.52,0.0165
CHL,10000,1.3,32.3,315,18491.51,0.0165
CHL,10000,1.4,12.3,270,18547.55,0.0165
CHL,10000,1.4,32.3,315,18401.3,0.0165
CHL,10000,1.0,17.3,270,17967.71,0.0167
CHL,10000,1.1,17.3,270,17974.98,0.0167
CHL,10000,1.2,17.3,270,17978.26,0.0167
CHL,10000,1.3,17.3,270,17967.5,0.0167
CHL,10000,1.4,17.3,270,17824.24,0.0167
CHL,10000,1.0,22.3,270,17293.27,0.0169
CHL,10000,1.1,22.3,270,17301.33,0.0169
CHL,10000,1.2,22.3,270,17305.39,0.0169
CHL,10000,1.3,22.3,270,17300.99,0.0169
CHL,10000,1.4,22.3,270,17184.49,0.017
CHL,10000,1.0,27.3,270,16638.76,0.0172
CHL,10000,1.1,27.3,270,16647.61,0.0172
CHL,10000,1.2,27.3,270,16652.46,0.0172
CHL,10000,1.3,27.3,270,16651.9,0.0172
CHL,10000,1.4,27.3,270,16561.19,0.0172
CHL,10000,1.0,32.3,270,16005.31,0.0175
CHL,10000,1.1,32.3,270,16014.95,0.0175
CHL,10000,1.2,32.3,270,16020.59,0.0175
CHL,10000,1.3,32.3,270,16022.42,0.0175
CHL,10000,1.4,32.3,270,15955.18,0.0175
CHL,5000,1.0,22.3,45,10989.72,0.0209
CHL,5000,1.0,27.3,45,10992.51,0.0209
CHL,5000,1.1,22.3,45,10989.22,0.0209
CHL,5000,1.1,27.3,45,10991.77,0.0209
CHL,5000,1.2,22.3,45,10985.49,0.0209
CHL,5000,1.2,27.3,45,10986.39,0.0209
CHL,5000,1.0,17.3,45,10925.35,0.021
CHL,5000,1.0,32.3,45,10933.19,0.021
CHL,5000,1.1,17.3,45,10925.36,0.021
CHL,5000,1.1,32.3,45,10932.36,0.021
CHL,5000,1.2,17.3,45,10922.54,0.021
CHL,5000,1.2,32.3,45,10924.16,0.021
CHL,5000,1.3,22.3,45,10892.59,0.021
CHL,5000,1.3,27.3,45,10875.48,0.021
CHL,5000,1.0,12.3,45,10791.37,0.0211
CHL,5000,1.1,12.3,45,10791.9,0.0211
CHL,5000,1.2,12.3,45,10789.69,0.0211
CHL,5000,1.3,17.3,45,10845.16,0.0211
CHL,5000,1.3,32.3,45,10774.04,0.0211
CHL,5000,1.0,17.3,0,10707.56,0.0212
CHL,5000,1.0,22.3,0,10724.23,0.0212
CHL,5000,1.0,27.3,0,10674.04,0.0212
CHL,5000,1.1,17.3,0,10708.57,0.0212
CHL,5000,1.1,22.3,0,10725.15,0.0212
CHL,5000,1.1,27.3,0,10674.94,0.0212
CHL,5000,1.2,17.3,0,10707.59,0.0212
CHL,5000,1.2,22.3,0,10724.08,0.0212
CHL,5000,1.2,27.3,0,10673.87,0.0212
CHL,5000,1.3,12.3,45,10727.43,0.0212
CHL,5000,1.3,17.3,0,10681.49,0.0212
CHL,5000,1.3,22.3,0,10701.64,0.0212
CHL,5000,1.0,12.3,0,10623.13,0.0213
CHL,5000,1.1,12.3,0,10624.34,0.0213
CHL,5000,1.2,12.3,0,10623.55,0.0213
CHL,5000,1.3,12.3,0,10592.75,0.0213
CHL,5000,1.3,27.3,0,10651.51,0.0213
CHL,5000,1.4,17.3,45,10630.54,0.0213
CHL,5000,1.4,22.3,45,10643.7,0.0213
CHL,5000,1.0,32.3,0,10557.03,0.0214
CHL,5000,1.1,32.3,0,10558.03,0.0214
CHL,5000,1.2,32.3,0,10557.09,0.0214
CHL,5000,1.3,32.3,0,10533.69,0.0214
CHL,5000,1.4,12.3,45,10541.66,0.0214
CHL,5000,1.4,17.3,0,10519.48,0.0214
CHL,5000,1.4,22.3,0,10538.28,0.0214
CHL,5000,1.4,27.3,45,10569.09,0.0214
CHL,5000,1.4,27.3,0,10494.54,0.0214
CHL,5000,1.0,12.3,90,10461.39,0.0215
CHL,5000,1.0,17.3,90,10455.41,0.0215
CHL,5000,1.0,22.3,90,10393.3,0.0215
CHL,5000,1.1,12.3,90,10462.21,0.0215
CHL,5000,1.1,17.3,90,10455.77,0.0215
CHL,5000,1.1,22.3,90,10393.46,0.0215
CHL,5000,1.2,12.3,90,10457.92,0.0215
CHL,5000,1.2,17.3,90,10447.12,0.0215
CHL,5000,1.4,12.3,0,10436.61,0.0215
CHL,5000,1.4,32.3,45,10423.0,0.0215
CHL,5000,1.2,22.3,90,10379.19,0.0216
CHL,5000,1.3,12.3,90,10389.34,0.0216
CHL,5000,1.3,17.3,90,10357.02,0.0216
CHL,5000,1.4,32.3,0,10386.51,0.0216
CHL,5000,1.0,27.3,90,10289.07,0.0217
CHL,5000,1.1,27.3,90,10289.07,0.0217
CHL,5000,1.2,27.3,90,10265.98,0.0217
CHL,5000,1.3,22.3,90,10265.12,0.0217
CHL,5000,1.4,12.3,90,10217.24,0.0217
CHL,5000,1.0,32.3,90,10143.1,0.0218
CHL,5000,1.1,32.3,90,10142.93,0.0218
CHL,5000,1.4,17.3,90,10163.16,0.0218
CHL,5000,1.2,32.3,90,10103.73,0.0219
CHL,5000,1.3,27.3,90,10115.44,0.0219
CHL,5000,1.0,12.3,315,10018.19,0.022
CHL,5000,1.1,12.3,315,10020.43,0.022
CHL,5000,1.2,12.3,315,10020.67,0.022
CHL,5000,1.3,12.3,315,10006.58,0.022
CHL,5000,1.4,22.3,90,10036.63,0.022
CHL,5000,1.3,32.3,90,9888.34,0.0221
CHL,5000,1.4,12.3,315,9890.38,0.0221
CHL,5000,1.0,17.3,315,9867.76,0.0222
CHL,5000,1.1,17.3,315,9870.13,0.0222
CHL,5000,1.2,17.3,315,9870.51,0.0222
CHL,5000,1.3,17.3,315,9863.32,0.0222
CHL,5000,1.4,27.3,90,9823.6,0.0222
CHL,5000,1.4,17.3,315,9756.95,0.0223
CHL,5000,1.0,22.3,315,9685.55,0.0224
CHL,5000,1.1,22.3,315,9688.11,0.0224
CHL,5000,1.2,22.3,315,9688.68,0.0224
CHL,5000,1.3,22.3,315,9685.66,0.0224
CHL,5000,1.4,22.3,315,9596.17,0.0225
CHL,5000,1.4,32.3,90,9547.75,0.0226
CHL,5000,1.0,27.3,315,9478.58,0.0227
CHL,5000,1.1,27.3,315,9481.37,0.0227
CHL,5000,1.2,27.3,315,9482.18,0.0227
CHL,5000,1.3,27.3,315,9480.63,0.0227
CHL,5000,1.4,27.3,315,9412.82,0.0227
CHL,5000,1.0,12.3,270,9366.2,0.0228
CHL,5000,1.1,12.3,270,9369.42,0.0228
CHL,5000,1.2,12.3,270,9370.65,0.0228
CHL,5000,1.3,12.3,270,9360.47,0.0228
CHL,5000,1.4,12.3,270,9273.77,0.0229
CHL,5000,1.0,32.3,315,9242.56,0.023
CHL,5000,1.1,32.3,315,9245.66,0.023
CHL,5000,1.2,32.3,315,9246.76,0.023
CHL,5000,1.3,32.3,315,9245.75,0.023
CHL,5000,1.4,32.3,315,9200.65,0.023
CHL,5000,1.2,17.3,270,8989.13,0.0233
CHL,5000,1.0,17.3,270,8983.85,0.0234
CHL,5000,1.1,17.3,270,8987.49,0.0234
CHL,5000,1.3,17.3,270,8983.75,0.0234
CHL,5000,1.4,17.3,270,8912.12,0.0235
CHL,5000,1.0,22.3,270,8646.63,0.0239
CHL,5000,1.1,22.3,270,8650.67,0.0239
CHL,5000,1.2,22.3,270,8652.7,0.0239
CHL,5000,1.3,22.3,270,8650.5,0.0239
CHL,5000,1.4,22.3,270,8592.24,0.024
CHL,5000,1.0,27.3,270,8319.38,0.0244
CHL,5000,1.1,27.3,270,8323.8,0.0244
CHL,5000,1.2,27.3,270,8326.23,0.0244
CHL,5000,1.3,27.3,270,8325.95,0.0244
CHL,5000,1.4,27.3,270,8280.59,0.0245
CHL,5000,1.0,32.3,270,8002.65,0.025
CHL,5000,1.1,32.3,270,8007.47,0.025
CHL,5000,1.2,32.3,270,8010.3,0.025
CHL,5000,1.3,32.3,270,8011.21,0.025
CHL,5000,1.4,32.3,270,7977.59,0.025
CHL,1000,1.0,22.3,45,2197.94,0.0646
CHL,1000,1.0,27.3,45,2198.5,0.0646
CHL,1000,1.1,22.3,45,2197.84,0.0646
CHL,1000,1.1,27.3,45,2198.35,0.0646
CHL,1000,1.2,22.3,45,2197.1,0.0646
CHL,1000,1.2,27.3,45,2197.28,0.0646
CHL,1000,1.0,17.3,45,2185.07,0.0649
CHL,1000,1.0,32.3,45,2186.64,0.0649
CHL,1000,1.1,17.3,45,2185.07,0.0649
CHL,1000,1.1,32.3,45,2186.47,0.0649
CHL,1000,1.2,17.3,45,2184.51,0.0649
CHL,1000,1.2,32.3,45,2184.83,0.0649
CHL,1000,1.3,22.3,45,2178.52,0.0651
CHL,1000,1.3,27.3,45,2175.1,0.0652
CHL,1000,1.3,17.3,45,2169.03,0.0653
CHL,1000,1.0,12.3,45,2158.27,0.0656
CHL,1000,1.1,12.3,45,2158.38,0.0656
CHL,1000,1.2,12.3,45,2157.94,0.0656
CHL,1000,1.3,32.3,45,2154.81,0.0657
CHL,1000,1.0,22.3,0,2144.85,0.0659
CHL,1000,1.1,22.3,0,2145.03,0.0659
CHL,1000,1.2,22.3,0,2144.82,0.0659
CHL,1000,1.3,12.3,45,2145.49,0.0659
CHL,1000,1.0,17.3,0,2141.51,0.066
CHL,1000,1.1,17.3,0,2141.71,0.066
CHL,1000,1.2,17.3,0,2141.52,0.066
CHL,1000,1.3,22.3,0,2140.33,0.0661
CHL,1000,1.0,27.3,0,2134.81,0.0662
CHL,1000,1.1,27.3,0,2134.99,0.0662
CHL,1000,1.2,27.3,0,2134.77,0.0662
CHL,1000,1.3,17.3,0,2136.3,0.0662
CHL,1000,1.3,27.3,0,2130.3,0.0663
CHL,1000,1.4,17.3,45,2126.11,0.0664
CHL,1000,1.4,22.3,45,2128.74,0.0664
CHL,1000,1.0,12.3,0,2124.63,0.0665
CHL,1000,1.1,12.3,0,2124.87,0.0665
CHL,1000,1.2,12.3,0,2124.71,0.0665
CHL,1000,1.3,12.3,0,2118.55,0.0666
CHL,1000,1.0,32.3,0,2111.41,0.0668
CHL,1000,1.1,32.3,0,2111.61,0.0668
CHL,1000,1.2,32.3,0,2111.42,0.0668
CHL,1000,1.4,27.3,45,2113.82,0.0668
CHL,1000,1.4,12.3,45,2108.33,0.0669
CHL,1000,1.4,22.3,0,2107.66,0.0669
CHL,1000,1.3,32.3,0,2106.74,0.067
CHL,1000,1.4,17.3,0,2103.9,0.067
CHL,1000,1.4,27.3,0,2098.91,0.0672
CHL,1000,1.1,12.3,90,2092.44,0.0673
CHL,1000,1.0,12.3,90,2092.28,0.0674
CHL,1000,1.0,17.3,90,2091.08,0.0674
CHL,1000,1.1,17.3,90,2091.15,0.0674
CHL,1000,1.2,12.3,90,2091.58,0.0674
CHL,1000,1.2,17.3,90,2089.42,0.0674
CHL,1000,1.4,12.3,0,2087.32,0.0675
CHL,1000,1.4,32.3,45,2084.6,0.0676
CHL,1000,1.0,22.3,90,2078.66,0.0677
CHL,1000,1.1,22.3,90,2078.69,0.0677
CHL,1000,1.2,22.3,90,2075.84,0.0678
CHL,1000,1.3,12.3,90,2077.87,0.0678
CHL,1000,1.4,32.3,0,2077.3,0.0678
CHL,1000,1.3,17.3,90,2071.4,0.0679
CHL,1000,1.0,27.3,90,2057.81,0.0683
CHL,1000,1.1,27.3,90,2057.81,0.0683
CHL,1000,1.2,27.3,90,2053.2,0.0684
CHL,1000,1.3,22.3,90,2053.02,0.0685
CHL,1000,1.4,12.3,90,2043.45,0.0687
CHL,1000,1.4,17.3,90,2032.63,0.069
CHL,1000,1.0,32.3,90,2028.62,0.0692
CHL,1000,1.1,32.3,90,2028.59,0.0692
CHL,1000,1.3,27.3,90,2023.09,0.0693
CHL,1000,1.2,32.3,90,2020.75,0.0694
CHL,1000,1.4,22.3,90,2007.33,0.0698
CHL,1000,1.0,12.3,315,2003.64,0.0699
CHL,1000,1.1,12.3,315,2004.09,0.0699
CHL,1000,1.2,12.3,315,2004.13,0.0699
CHL,1000,1.3,12.3,315,2001.32,0.07
CHL,1000,1.3,32.3,90,1977.67,0.0707
CHL,1000,1.4,12.3,315,1978.08,0.0707
CHL,1000,1.0,17.3,315,1973.55,0.0708
CHL,1000,1.1,17.3,315,1974.03,0.0708
CHL,1000,1.2,17.3,315,1974.1,0.0708
CHL,1000,1.3,17.3,315,1972.66,0.0708
CHL,1000,1.4,27.3,90,1964.72,0.0711
CHL,1000,1.4,17.3,315,1951.39,0.0715
CHL,1000,1.0,22.3,315,1937.11,0.0719
CHL,1000,1.1,22.3,315,1937.62,0.0719
CHL,1000,1.2,22.3,315,1937.74,0.0719
CHL,1000,1.3,22.3,315,1937.13,0.0719
CHL,1000,1.4,22.3,315,1919.23,0.0725
CHL,1000,1.4,32.3,90,1909.55,0.0728
CHL,1000,1.0,27.3,315,1895.72,0.0733
CHL,1000,1.1,27.3,315,1896.27,0.0733
CHL,1000,1.2,27.3,315,1896.44,0.0733
CHL,1000,1.3,27.3,315,1896.13,0.0733
CHL,1000,1.4,27.3,315,1882.56,0.0737
CHL,1000,1.1,12.3,270,1873.88,0.074
CHL,1000,1.2,12.3,270,1874.13,0.074
CHL,1000,1.0,12.3,270,1873.24,0.0741
CHL,1000,1.3,12.3,270,1872.09,0.0741
CHL,1000,1.4,12.3,270,1854.75,0.0747
CHL,1000,1.0,32.3,315,1848.51,0.0749
CHL,1000,1.1,32.3,315,1849.13,0.0749
CHL,1000,1.2,32.3,315,1849.35,0.0749
CHL,1000,1.3,32.3,315,1849.15,0.0749
CHL,1000,1.4,32.3,315,1840.13,0.0752
CHL,1000,1.2,17.3,270,1797.83,0.0767
CHL,1000,1.0,17.3,270,1796.77,0.0768
CHL,1000,1.1,17.3,270,1797.5,0.0768
CHL,1000,1.3,17.3,270,1796.75,0.0768
CHL,1000,1.4,17.3,270,1782.42,0.0773
CHL,1000,1.2,22.3,270,1730.54,0.0793
CHL,1000,1.0,22.3,270,1729.33,0.0794
CHL,1000,1.1,22.3,270,1730.13,0.0794
CHL,1000,1.3,22.3,270,1730.1,0.0794
CHL,1000,1.4,22.3,270,1718.45,0.0798
CHL,1000,1.0,27.3,270,1663.88,0.0821
CHL,1000,1.1,27.3,270,1664.76,0.0821
CHL,1000,1.2,27.3,270,1665.25,0.0821
CHL,1000,1.3,27.3,270,1665.19,0.0821
CHL,1000,1.4,27.3,270,1656.12,0.0825
CHL,1000,1.1,32.3,270,1601.49,0.0849
CHL,1000,1.2,32.3,270,1602.06,0.0849
CHL,1000,1.3,32.3,270,1602.24,0.0849
CHL,1000,1.0,32.3,270,1600.53,0.085
CHL,1000,1.4,32.3,270,1595.52,0.0852
CHL,500,1.0,22.3,45,1098.97,0.1192
CHL,500,1.0,27.3,45,1099.25,0.1192
CHL,500,1.1,22.3,45,1098.92,0.1192
CHL,500,1.1,27.3,45,1099.18,0.1192
CHL,500,1.2,22.3,45,1098.55,0.1192
CHL,500,1.2,27.3,45,1098.64,0.1192
CHL,500,1.0,17.3,45,1092.53,0.1198
CHL,500,1.0,32.3,45,1093.32,0.1198
CHL,500,1.1,17.3,45,1092.54,0.1198
CHL,500,1.1,32.3,45,1093.24,0.1198
CHL,500,1.2,32.3,45,1092.42,0.1198
CHL,500,1.2,17.3,45,1092.25,0.1199
CHL,500,1.3,22.3,45,1089.26,0.1202
CHL,500,1.3,27.3,45,1087.55,0.1203
CHL,500,1.3,17.3,45,1084.52,0.1206
CHL,500,1.0,12.3,45,1079.14,0.1212
CHL,500,1.1,12.3,45,1079.19,0.1212
CHL,500,1.2,12.3,45,1078.97,0.1212
CHL,500,1.3,32.3,45,1077.4,0.1214
CHL,500,1.0,22.3,0,1072.42,0.1219
CHL,500,1.1,22.3,0,1072.51,0.1219
CHL,500,1.2,22.3,0,1072.41,0.1219
CHL,500,1.3,12.3,45,1072.74,0.1219
CHL,500,1.0,17.3,0,1070.76,0.1221
CHL,500,1.1,17.3,0,1070.86,0.1221
CHL,500,1.2,17.3,0,1070.76,0.1221
CHL,500,1.3,22.3,0,1070.16,0.1221
CHL,500,1.3,17.3,0,1068.15,0.1223
CHL,500,1.0,27.3,0,1067.4,0.1224
CHL,500,1.1,27.3,0,1067.49,0.1224
CHL,500,1.2,27.3,0,1067.39,0.1224
CHL,500,1.3,27.3,0,1065.15,0.1227
CHL,500,1.4,22.3,45,1064.37,0.1227
CHL,500,1.1,12.3,0,1062.43,0.1229
CHL,500,1.4,17.3,45,1063.05,0.1229
CHL,500,1.0,12.3,0,1062.31,0.123
CHL,500,1.2,12.3,0,1062.36,0.123
CHL,500,1.3,12.3,0,1059.28,0.1233
CHL,500,1.4,27.3,45,1056.91,0.1235
CHL,500,1.0,32.3,0,1055.7,0.1237
CHL,500,1.1,32.3,0,1055.8,0.1237
CHL,500,1.2,32.3,0,1055.71,0.1237
CHL,500,1.4,12.3,45,1054.17,0.1238
CHL,500,1.3,32.3,0,1053.37,0.1239
CHL,500,1.4,22.3,0,1053.83,0.1239
CHL,500,1.4,17.3,0,1051.95,0.1241
CHL,500,1.4,27.3,0,1049.45,0.1243
CHL,500,1.0,12.3,90,1046.14,0.1247
CHL,500,1.1,12.3,90,1046.22,0.1247
CHL,500,1.2,12.3,90,1045.79,0.1247
CHL,500,1.0,17.3,90,1045.54,0.1248
CHL,500,1.1,17.3,90,1045.58,0.1248
CHL,500,1.2,17.3,90,1044.71,0.1249
CHL,500,1.4,12.3,0,1043.66,0.125
CHL,500,1.4,32.3,45,1042.3,0.1251
CHL,500,1.0,22.3,90,1039.33,0.1255
CHL,500,1.1,22.3,90,1039.35,0.1255
CHL,500,1.3,12.3,90,1038.93,0.1255
CHL,500,1.4,32.3,0,1038.65,0.1255
CHL,500,1.2,22.3,90,1037.92,0.1256
CHL,500,1.3,17.3,90,1035.7,0.1259
CHL,500,1.0,27.3,90,1028.91,0.1266
CHL,500,1.1,27.3,90,1028.91,0.1266
CHL,500,1.2,27.3,90,1026.6,0.1269
CHL,500,1.3,22.3,90,1026.51,0.1269
CHL,500,1.4,12.3,90,1021.72,0.1274
CHL,500,1.4,17.3,90,1016.32,0.1281
CHL,500,1.0,32.3,90,1014.31,0.1283
CHL,500,1.1,32.3,90,1014.29,0.1283
CHL,500,1.3,27.3,90,1011.54,0.1286
CHL,500,1.2,32.3,90,1010.37,0.1288
CHL,500,1.4,22.3,90,1003.66,0.1296
CHL,500,1.0,12.3,315,1001.82,0.1298
CHL,500,1.1,12.3,315,1002.04,0.1298
CHL,500,1.2,12.3,315,1002.07,0.1298
CHL,500,1.3,12.3,315,1000.66,0.1299
CHL,500,1.4,12.3,315,989.04,0.1313
CHL,500,1.3,32.3,90,988.83,0.1314
CHL,500,1.0,17.3,315,986.78,0.1316
CHL,500,1.1,17.3,315,987.01,0.1316
CHL,500,1.2,17.3,315,987.05,0.1316
CHL,500,1.3,17.3,315,986.33,0.1317
CHL,500,1.4,27.3,90,982.36,0.1322
CHL,500,1.4,17.3,315,975.7,0.133
CHL,500,1.0,22.3,315,968.56,0.1339
CHL,500,1.1,22.3,315,968.81,0.1339
CHL,500,1.2,22.3,315,968.87,0.1339
CHL,500,1.3,22.3,315,968.57,0.1339
CHL,500,1.4,22.3,315,959.62,0.135
CHL,500,1.4,32.3,90,954.77,0.1357
CHL,500,1.0,27.3,315,947.86,0.1366
CHL,500,1.1,27.3,315,948.14,0.1366
CHL,500,1.2,27.3,315,948.22,0.1366
CHL,500,1.3,27.3,315,948.06,0.1366
CHL,500,1.4,27.3,315,941.28,0.1375
CHL,500,1.0,12.3,270,936.62,0.1381
CHL,500,1.1,12.3,270,936.94,0.1381
CHL,500,1.2,12.3,270,937.07,0.1381
CHL,500,1.3,12.3,270,936.05,0.1382
CHL,500,1.4,12.3,270,927.38,0.1394
CHL,500,1.0,32.3,315,924.26,0.1398
CHL,500,1.1,32.3,315,924.57,0.1398
CHL,500,1.2,32.3,315,924.68,0.1398
CHL,500,1.3,32.3,315,924.58,0.1398
CHL,500,1.4,32.3,315,920.07,0.1404
CHL,500,1.1,17.3,270,898.75,0.1435
CHL,500,1.2,17.3,270,898.91,0.1435
CHL,500,1.0,17.3,270,898.39,0.1436
CHL,500,1.3,17.3,270,898.37,0.1436
CHL,500,1.4,17.3,270,891.21,0.1446
CHL,500,1.1,22.3,270,865.07,0.1487
CHL,500,1.2,22.3,270,865.27,0.1487
CHL,500,1.3,22.3,270,865.05,0.1487
CHL,500,1.0,22.3,270,864.66,0.1488
CHL,500,1.4,22.3,270,859.22,0.1497
CHL,500,1.2,27.3,270,832.62,0.1541
CHL,500,1.3,27.3,270,832.59,0.1541
CHL,500,1.0,27.3,270,831.94,0.1542
CHL,500,1.1,27.3,270,832.38,0.1542
CHL,500,1.4,27.3,270,828.06,0.1549
CHL,500,1.2,32.3,270,801.03,0.1598
CHL,500,1.3,32.3,270,801.12,0.1598
CHL,500,1.1,32.3,270,800.75,0.1599
CHL,500,1.0,32.3,270,800.27,0.16
CHL,500,1.4,32.3,270,797.76,0.1604
CHL,100,1.0,27.3,45,219.85,0.5558
CHL,100,1.1,27.3,45,219.84,0.5559
CHL,100,1.0,22.3,45,219.79,0.556
CHL,100,1.1,22.3,45,219.78,0.556
CHL,100,1.2,27.3,45,219.73,0.5561
CHL,100,1.2,22.3,45,219.71,0.5562
CHL,100,1.0,32.3,45,218.66,0.5588
CHL,100,1.1,32.3,45,218.65,0.5588
CHL,100,1.0,17.3,45,218.51,0.5592
CHL,100,1.1,17.3,45,218.51,0.5592
CHL,100,1.2,32.3,45,218.48,0.5592
CHL,100,1.2,17.3,45,218.45,0.5593
CHL,100,1.3,22.3,45,217.85,0.5608
CHL,100,1.3,27.3,45,217.51,0.5617
CHL,100,1.3,17.3,45,216.9,0.5632
CHL,100,1.0,12.3,45,215.83,0.566
CHL,100,1.1,12.3,45,215.84,0.566
CHL,100,1.2,12.3,45,215.79,0.5661
CHL,100,1.3,32.3,45,215.48,0.5669
CHL,100,1.3,12.3,45,214.55,0.5693
CHL,100,1.1,22.3,0,214.5,0.5694
CHL,100,1.0,22.3,0,214.48,0.5695
CHL,100,1.2,22.3,0,214.48,0.5695
CHL,100,1.1,17.3,0,214.17,0.5703
CHL,100,1.0,17.3,0,214.15,0.5704
CHL,100,1.2,17.3,0,214.15,0.5704
